#QueryTime	UserID	Query	ItemRank	ClickURL
2008-11-13 00:02:51	515360	giant leaf basil plant	9	http://www.gmtransplants.com
2008-11-13 00:02:52	1636218	www.airtime500.com	1	http://www.airtime500.com
2008-11-13 00:02:52	1636218	www.airtime500.com	2	http://www.airtime500.com
2008-11-13 00:02:53	3074372	cherry animated		
2008-11-13 00:02:54	2424407	magic onlien		
2008-11-13 00:02:59	1433742	wow powerleveling 1 day	1	http://www.power-leveling.com
2008-11-13 00:02:59	1433742	wow powerleveling 1 day	2	http://www.power-leveling.com
2008-11-13 00:02:59	1433742	wow powerleveling 1 day	3	http://worldofwarcraftpowerleveling.com
2008-11-13 00:02:59	1433742	wow powerleveling 1 day	4	http://www.vc4g.com
2008-11-13 00:02:59	1433742	wow powerleveling 1 day	6	http://cgi.ebay.co.uk
2008-11-13 00:02:59	1433742	wow powerleveling 1 day	7	http://www.power-levels.com
2008-11-13 00:02:59	1551283	zabasearch		
2008-11-13 00:03:02	1205043	sasha cohen	1	http://www.sashacohen.com
2008-11-13 00:03:02	960849	hotels-port charlotte	1	http://www.milford.co.uk
2008-11-13 00:03:03	2445419	colombianos en mexico	11	http://esp.mexico.com
2008-11-13 00:03:03	2445419	colombianos en mexico	14	http://www.quehubo.com
2008-11-13 00:03:04	1705018	hpi savage hopups	25	http://www.rcxshop.com
2008-11-13 00:03:04	2272416	theunorthodoxjew.blogspot.com	1	http://theunorthodoxjew.blogspot.com
2008-11-13 00:03:05	172627	www.yahoolagins.com		
2008-11-13 00:03:05	2126555	msn	1	http://www.msn.com
2008-11-13 00:03:06	2424407	magic	1	http://www.wizards.com
2008-11-13 00:03:06	2655268	slingo		
2008-11-13 00:03:08	1110277	korea		
2008-11-13 00:03:08	2569723	www.homesforsale		
2008-11-13 00:03:12	1492683	finding a volunteer position		
2008-11-13 00:03:13	50588	redirect.virtumundo.com		
2008-11-13 00:03:15	713071	liver transplants	1	http://www.liverfoundation.org
2008-11-13 00:03:17	1902465	howstuffworks		
2008-11-13 00:03:17	369340	love quotes	1	http://www.lovepoemsandquotes.com
2008-11-13 00:03:17	369340	love quotes	1	http://www.lovepoemsandquotes.com
2008-11-13 00:03:19	570599	summit racing.com	1	http://www.summitracing.com
2008-11-13 00:03:20	1876949	james langston hughes	1	http://www.redhotjazz.com
2008-11-13 00:03:20	1876949	james langston hughes	2	http://www.kirjasto.sci.fi
2008-11-13 00:03:20	1876949	james langston hughes	3	http://www.pbs.org
2008-11-13 00:03:20	1876949	james langston hughes	4	http://www.ku.edu
2008-11-13 00:03:20	1876949	james langston hughes	5	http://www.answers.com
2008-11-13 00:03:23	1196769	zip codes	1	http://www.usps.com
2008-11-13 00:03:23	669169	singles chat	1	http://www.chat-avenue.com
2008-11-13 00:03:24	2711789	language translations		
2008-11-13 00:03:27	2889338	can a person take ginsing with laxapro		
2008-11-13 00:03:27	3443859	free trek tricorder sound		
2008-11-13 00:03:30	339206	pictures of a 303 british rifle	1	http://www.rt66.com
2008-11-13 00:03:31	492002	richard d. vogelsang chattanooga		
2008-11-13 00:03:31	724416	propertytaxsales.com		
2008-11-13 00:03:32	30011	schwab learning	1	http://www.schwablearning.org
2008-11-13 00:03:33	1573516	mistydawn25		
2008-11-13 00:03:33	697414	wilson school district	4	http://www.berksiu.k12.pa.us
2008-11-13 00:03:33	784627	candy gals		
2008-11-13 00:03:34	655896	dictionary	1	http://dictionary.reference.com
2008-11-13 00:03:35	1800678	autoshopper	3	http://www.autoshopperonline.com
2008-11-13 00:03:36	2173621	annullments		
2008-11-13 00:03:37	3080742	northstrom	3	http://3831.48g6kl.info
2008-11-13 00:03:38	2185833	much madness is divinest sense dickinson	5	http://www.essays.cc
2008-11-13 00:03:38	2185833	much madness is divinest sense dickinson	7	http://plagiarist.com
2008-11-13 00:03:40	2173621	annulments	3	http://marriage.about.com
2008-11-13 00:03:41	1781141	ww.pogo.com		
2008-11-13 00:03:41	1962206	food poisoning		
2008-11-13 00:03:42	123703	republic of tea	1	http://www.republicoftea.com
2008-11-13 00:03:42	1902465	how zener diodes work		
2008-11-13 00:03:42	2617942	kentucky state prison inmates	1	http://www.ancestorhunt.com
2008-11-13 00:03:42	2617942	kentucky state prison inmates	3	http://www.corrections.ky.gov
2008-11-13 00:03:42	2617942	kentucky state prison inmates	7	http://www.lawresearchservices.com
2008-11-13 00:03:43	172627	www.yahoolagins.com		
2008-11-13 00:03:43	3300569	music videos		
2008-11-13 00:03:43	3399357	cnn		
2008-11-13 00:03:44	1276807	www.ebaysupplies.usps.com		
2008-11-13 00:03:45	1821306	internet		
2008-11-13 00:03:46	2558362	intec power inverter	1	http://www.kmart.com
2008-11-13 00:03:47	2846808	lincoln university	2	http://www.lincolnu.edu
2008-11-13 00:03:48	1316084	trellis art		
2008-11-13 00:03:48	2569723	www.homesforsale		
2008-11-13 00:03:48	3362990	maps.yahoo.com	1	http://maps.yahoo.com
2008-11-13 00:03:48	3416404	donkey show darlin donkey show lurics		
2008-11-13 00:03:49	770087	just-stop.com	1	http://www.just-stop.com
2008-11-13 00:03:49	960849	hotels-port charlotte florida	2	http://www.onetravelsource.com
2008-11-13 00:03:50	3202598	workout 20plans		
2008-11-13 00:03:50	784627	candy gals		
2008-11-13 00:03:51	1573516	goggle search		
2008-11-13 00:03:51	3416404	donkey show darling donkey show lyrics		
2008-11-13 00:03:51	3525967	unity	22	http://www.engr.ncsu.edu
2008-11-13 00:03:53	1425068	freeones	1	http://www.freeones.com
2008-11-13 00:03:53	1675737	google	1	http://www.google.com
2008-11-13 00:03:53	1675737	google	1	http://www.google.com
2008-11-13 00:03:53	1675737	google	1	http://www.google.com
2008-11-13 00:03:53	1675737	google	1	http://www.google.com
2008-11-13 00:03:53	1675737	google	1	http://www.google.com
2008-11-13 00:03:57	236599	department of corrections	4	http://www.doc.state.ok.us
2008-11-13 00:03:57	2758820	teaching tips		
2008-11-13 00:03:57	2889338	drug interaction with ginsing	4	http://cals.arizona.edu
2008-11-13 00:03:57	979008	counselor		
2008-11-13 00:03:58	2197351	www.globecomsoftware.com		
2008-11-13 00:03:59	1668686	weerd science track listing	1	http://www.cduniverse.com
2008-11-13 00:04:00	655896	synesthesia		
2008-11-13 00:04:02	130518	kamu parsoneli dil sinavi		
2008-11-13 00:04:04	784627	candy gals		
2008-11-13 00:04:06	3108784	www.calendar.org	2	http://www.calendars.net
2008-11-13 00:04:06	3108784	www.calendar.org	4	http://goweb.home.sapo.pt
2008-11-13 00:04:06	3146201	holland america cruises		
2008-11-13 00:04:07	1962206	food poisoning symptoms	1	http://www.emedicinehealth.com
2008-11-13 00:04:08	55020	irvine unified school district	1	http://www.iusd.k12.ca.us
2008-11-13 00:04:09	1902465	germanium diodes	7	http://www.patchn.com
2008-11-13 00:04:09	773735	google		
2008-11-13 00:04:10	1110277	nyjc.com		
2008-11-13 00:04:10	130518	kamu personeli dil sinavi	2	http://www.testklubu.com
2008-11-13 00:04:11	770087	www.just-stop.com		
2008-11-13 00:04:11	979008	counselor associations	10	http://psychematters.com
2008-11-13 00:04:11	979008	counselor associations	4	http://www.txca.org
2008-11-13 00:04:11	979008	counselor associations	7	http://access.k12.wv.us
2008-11-13 00:04:12	2492509	ver fotos de honbres des nudos		
2008-11-13 00:04:14	3119121	brian's page	1	http://brianspage.com
2008-11-13 00:04:14	3119121	brian's page	1	http://brianspage.com
2008-11-13 00:04:14	50588	redirect.virtumundo.com		
2008-11-13 00:04:15	3331918	www.google com		
2008-11-13 00:04:16	3416404	donkey show darling donkey show spring break lyrics	1	http://www.shutupeccles.com
2008-11-13 00:04:17	1227194	tye tribbet ga	1	http://www.tyetribbettandga.com
2008-11-13 00:04:17	2758820	teaching tips		
2008-11-13 00:04:18	1408161	camp 20fort 20bluff		
2008-11-13 00:04:18	784627	candy gals		
2008-11-13 00:04:19	241240	asbetos		
2008-11-13 00:04:21	1492683	finding a volunteer position		
2008-11-13 00:04:21	1573516	misty dawn 25 goggle		
2008-11-13 00:04:22	2638303	lowes	1	http://www.lowes.com
2008-11-13 00:04:22	760038	diabetes		
2008-11-13 00:04:23	2458413	www.nonprofitjobs.org	2	http://www.nonprofitjobs.org
2008-11-13 00:04:23	2458413	www.nonprofitjobs.org	4	http://www.managementhelp.org
2008-11-13 00:04:23	2458413	www.nonprofitjobs.org	8	http://www.ratejobsites.com
2008-11-13 00:04:25	585269	maternity clothes	9	http://www.apeainthepod.com
2008-11-13 00:04:25	913466	www.journal.com		
2008-11-13 00:04:26	461601	insurance for self employed		
2008-11-13 00:04:26	784627	candy gals		
2008-11-13 00:04:27	2057661	desmoinesregister	1	http://www.desmoinesregister.com
2008-11-13 00:04:28	2829643	goggle	1	http://www.goggle-a.com
2008-11-13 00:04:30	228145	va lottery	1	http://www.valottery.com
2008-11-13 00:04:30	2711789	language translations		
2008-11-13 00:04:30	988541	pontoon		
2008-11-13 00:04:31	1978774	www.petalumaraceway.com		
2008-11-13 00:04:31	2130163	edhelper.com		
2008-11-13 00:04:33	694825	diversity careers magazine	1	http://www.diversitycareers.com
2008-11-13 00:04:34	3315884	deltadental.com	1	http://www.deltadental.com
2008-11-13 00:04:35	1284451	drunkensquirrel.net	1	http://www.drunkensquirrel.net
2008-11-13 00:04:37	784627	candy gals		
2008-11-13 00:04:38	172627	www.googel.com		
2008-11-13 00:04:39	1224541	www.mbna		
2008-11-13 00:04:39	1276807	www.ebaysupplies.usps.com		
2008-11-13 00:04:39	396116	www.buzz1037.com		
2008-11-13 00:04:41	1417464	metro north	1	http://www.mta.nyc.ny.us
2008-11-13 00:04:43	770087	www.just-stop.com		
2008-11-13 00:04:44	3253914	www.african american dolls.com		
2008-11-13 00:04:44	741218	the italian athletic club stockton	23	http://www.oe3.org
2008-11-13 00:04:45	1934301	solitaire.pogo.com		
2008-11-13 00:04:46	2758820	teaching tips		
2008-11-13 00:04:49	1552501	fsfa		
2008-11-13 00:04:50	1183184	weather		
2008-11-13 00:04:50	784627	google		
2008-11-13 00:04:52	760038	diabetes forums	1	http://www.diabetesforums.com
2008-11-13 00:04:52	988541	pontoon		
2008-11-13 00:04:53	14781	facebook.comhttp		
2008-11-13 00:04:55	1408161	national 20association 20of 20 christian 20 athletics		
2008-11-13 00:04:55	3081666	past searchs		
2008-11-13 00:04:56	3239418	www.lagoonstar.com		
2008-11-13 00:04:58	2251112	leslie marshall	1	http://www.lesliemarshall.us
2008-11-13 00:04:58	241240	asbetos		
2008-11-13 00:04:58	492002	richard d. vogelsang chattanooga		
2008-11-13 00:04:59	203378	march zodiac	1	http://www.vpcalendar.net
2008-11-13 00:05:02	2322410	hotmail	1	http://www.hotmail.com
2008-11-13 00:05:02	784627	omgoogle		
2008-11-13 00:05:02	869165	storm season in the carribean		
2008-11-13 00:05:03	1409232	evo.qksrv.net		
2008-11-13 00:05:04	1077659	tvland	1	http://www.tvland.com
2008-11-13 00:05:04	1096683	www.https		
2008-11-13 00:05:05	1119445	gerald atchley		
2008-11-13 00:05:05	2843268	mysp		
2008-11-13 00:05:05	3056222	stacy keibler	82	http://www.tv.com
2008-11-13 00:05:05	3056222	stacy keibler	84	http://www.kindakooky.org
2008-11-13 00:05:05	3528248	seven feathers events	1	http://www.sevenfeathers.com
2008-11-13 00:05:05	3528248	seven feathers events	2	http://www.sevenfeathers.com
2008-11-13 00:05:05	3528248	seven feathers events	6	http://flathead.rosenet.net
2008-11-13 00:05:05	87927	careersafeonline		
2008-11-13 00:05:05	938075	whitepages.com	6	http://www.phonenumber.com
2008-11-13 00:05:07	1316084	dog food		
2008-11-13 00:05:08	1705018	hpi savage hopups		
2008-11-13 00:05:08	2355574	wallaby		
2008-11-13 00:05:09	2015927	langston university		
2008-11-13 00:05:09	474138	costosternal and costochondral joint anteriorly	1	http://www.spine-dr.com
2008-11-13 00:05:10	947809	confirm unsubscribe request.		
2008-11-13 00:05:11	1110277	korean.directory.us		
2008-11-13 00:05:11	434633	tangier akron	1	http://www.thetangier.com
2008-11-13 00:05:11	434633	tangier akron	1	http://www.thetangier.com
2008-11-13 00:05:11	434633	tangier akron	4	http://www.decidio.com
2008-11-13 00:05:11	434633	tangier akron	5	http://dinesite.com
2008-11-13 00:05:11	434633	tangier akron	7	http://www.pluggedincleveland.com
2008-11-13 00:05:12	1492683	finding a volunteer position		
2008-11-13 00:05:12	1947411	tom deregt	1	http://calpolynews.calpoly.edu
2008-11-13 00:05:12	1947411	tom deregt	2	http://www.bridleandbit.com
2008-11-13 00:05:12	1947411	tom deregt	6	http://www.chartwell.org
2008-11-13 00:05:12	3217924	athletics.smu.edu		
2008-11-13 00:05:12	3423436	hotmovies	1	http://www.hotmovies.com
2008-11-13 00:05:12	3423436	hotmovies	1	http://www.hotmovies.com
2008-11-13 00:05:12	784627	google.com		
2008-11-13 00:05:13	1246036	polish american priests association	11	http://wnypolonia.com
2008-11-13 00:05:13	1246036	polish american priests association	11	http://wnypolonia.com
2008-11-13 00:05:13	1246036	polish american priests association	14	http://www.polishamericanstudies.org
2008-11-13 00:05:13	899467	original yahoo		
2008-11-13 00:05:14	2758820	teaching tips		
2008-11-13 00:05:15	2512217	ups.com	1	http://www.ups.com
2008-11-13 00:05:15	2945977	oregon food handlers card	1	http://www.ora.org
2008-11-13 00:05:15	2945977	oregon food handlers card	1	http://www.ora.org
2008-11-13 00:05:16	993658	ebay	1	http://www.ebay.com
2008-11-13 00:05:17	2027985	u promise promotional code		
2008-11-13 00:05:17	3080742	northstrom store.com		
2008-11-13 00:05:17	461601	insurance co op for self employed		
2008-11-13 00:05:17	986025	napoleon and the sphinx	1	http://www.xnet.com
2008-11-13 00:05:17	986025	napoleon and the sphinx	2	http://www.touregypt.net
2008-11-13 00:05:17	986025	napoleon and the sphinx	5	http://www.avalanchepress.com
2008-11-13 00:05:18	1281723	yahoo.com		
2008-11-13 00:05:19	988541	pontoon		
2008-11-13 00:05:20	337691	east valley tribune	1	http://www.eastvalleytribune.com
2008-11-13 00:05:20	337691	east valley tribune	3	http://www.mondotimes.com
2008-11-13 00:05:20	337691	east valley tribune	3	http://www.mondotimes.com
2008-11-13 00:05:21	1552501	fsfa apply for pin		
2008-11-13 00:05:21	797798	american idol	1	http://www.idolonfox.com
2008-11-13 00:05:22	1503657	you dont need a doctor baby you need a mortician honey	6	http://www.stlyrics.com
2008-11-13 00:05:22	3286498	kite surfing	3	http://kitesurfingschool.org
2008-11-13 00:05:24	1066462	m		
2008-11-13 00:05:24	899467	original yahoo		
2008-11-13 00:05:25	1966125	ragdoll breeders in g	1	http://www.rfwclub.org
2008-11-13 00:05:25	1969336	strykers		
2008-11-13 00:05:25	1986797	making purses	16	http://www.associatedcontent.com
2008-11-13 00:05:25	2268531	google	1	http://www.google.com
2008-11-13 00:05:26	545826	oregon state trooper	1	http://www.oregon.gov
2008-11-13 00:05:26	87927	careersafeonline.com		
2008-11-13 00:05:27	152038	ford		
2008-11-13 00:05:28	1770683	new york city department of motor vehicles		
2008-11-13 00:05:28	2737038	newjerseytransi6t.com		
2008-11-13 00:05:29	646026	mardi gra pictures		
2008-11-13 00:05:30	1306642	cynfulpleasures	1	http://www.buzzfeel.com
2008-11-13 00:05:30	1306642	cynfulpleasures	4	http://www.pacshop.com
2008-11-13 00:05:30	1306642	cynfulpleasures	9	http://www.icq.com
2008-11-13 00:05:30	2835690	online big adventure games		
2008-11-13 00:05:30	2846808	lincoln university pa	2	http://www.princetonreview.com
2008-11-13 00:05:30	3258251	transformations	4	http://www.transformation.co.uk
2008-11-13 00:05:31	280466	myspace.com	1	http://www.myspace.com
2008-11-13 00:05:32	1554396	birth announcements		
2008-11-13 00:05:34	1552501	fasfa apply for pin	1	http://pin.ed.gov
2008-11-13 00:05:34	1764142	power of attorney free printable		
2008-11-13 00:05:34	756291	free phone number reversal	1	http://www.reversephonedirectory.com
2008-11-13 00:05:35	1409232	evo.qksrv.net		
2008-11-13 00:05:35	1629500	ski clothes for kids sale	1	http://www.rei.com
2008-11-13 00:05:35	1751761	nationalcity.com	1	http://www.nationalcity.com
2008-11-13 00:05:35	1751761	nationalcity.com	5	http://www.cpp.umich.edu
2008-11-13 00:05:35	1751761	nationalcity.com	9	https://onlinebanking.national-city.com/servlet/natcity/index.html
2008-11-13 00:05:35	275731	i hate myself.com		
2008-11-13 00:05:35	3521413	seized federal property	1	http://www.governmentauctionlist.com
2008-11-13 00:05:36	2247910	rodney king trial	1	http://www.law.umkc.edu
2008-11-13 00:05:36	2247910	rodney king trial	2	http://www.law.umkc.edu
2008-11-13 00:05:38	1616695	target		
2008-11-13 00:05:38	2398415	kamel asfour	1	http://www.boe.ca.gov
2008-11-13 00:05:38	2398415	kamel asfour	1	http://www.boe.ca.gov
2008-11-13 00:05:38	2398415	kamel asfour	2	http://www.boe.ca.gov
2008-11-13 00:05:38	2835690	online big adventure games	7	http://www.addictinggames.com
2008-11-13 00:05:38	3281275	divorce michigan	1	http://www.divorcenet.com
2008-11-13 00:05:38	3281275	divorce michigan	2	http://www.divorcenet.com
2008-11-13 00:05:38	3281275	divorce michigan	4	http://www.divorcelawinfo.com
2008-11-13 00:05:38	3281275	divorce michigan	9	http://divorcesupport.about.com
2008-11-13 00:05:38	760038	prediabetes forums	1	http://www.medhelp.org
2008-11-13 00:05:38	760038	prediabetes forums	3	http://www.dlife.com
2008-11-13 00:05:40	988541	pontoon		
2008-11-13 00:05:43	620050	royse city soccer	1	http://www.n-form.com
2008-11-13 00:05:44	1554396	www.miraclemunckins.com		
2008-11-13 00:05:44	3262499	butte county parcel lookup	2	http://www.upstate-ca.com
2008-11-13 00:05:45	1664964	myspace	1	http://www.myspace.com
2008-11-13 00:05:45	24013	1968 chevelle	2	http://www.chevelles.com
2008-11-13 00:05:46	3614799	goregasm	1	http://www.goregasm.com
2008-11-13 00:05:47	1096683	www.https		
2008-11-13 00:05:48	2424407	download magic the gathering	2	http://www.gamingreport.com
2008-11-13 00:05:48	2424407	download magic the gathering	3	http://www.wizards.com
2008-11-13 00:05:49	2545961	www.primelolitas.com		
2008-11-13 00:05:51	1546883	http .army.mil		
2008-11-13 00:05:51	3416404	donkey show darling donkey show have the squirts lyrics		
2008-11-13 00:05:51	472414	june carter	1	http://maninblack.net
2008-11-13 00:05:51	472414	june carter	2	http://www.johnnycash.com
2008-11-13 00:05:51	472414	june carter	5	http://en.wikipedia.org
2008-11-13 00:05:52	2027985	u promise promotional code	13	http://abclocal.go.com
2008-11-13 00:05:52	2293425	kansas city bbq sauce	61	http://www.dressings-sauces.org
2008-11-13 00:05:52	2293425	kansas city bbq sauce	66	http://fooddownunder.com
2008-11-13 00:05:53	1705018	hpi savage hopups	41	http://www.modelsport.co.uk
2008-11-13 00:05:53	1705018	hpi savage hopups	45	http://store.savagess.com
2008-11-13 00:05:53	1705018	hpi savage hopups	54	http://forums.radiocontrolzone.com
2008-11-13 00:05:53	293170	ralph lauren	1	http://www.polo.com
2008-11-13 00:05:53	408280	notom utility suite		
2008-11-13 00:05:53	801990	bird flu		
2008-11-13 00:05:54	1969336	strikers		
2008-11-13 00:05:55	2648672	jamie farr and mash	1	http://www.museum.tv
2008-11-13 00:05:56	2758820	teaching tips		
2008-11-13 00:05:56	2864137	hata candy mold		
2008-11-13 00:05:56	3239418	www.lagoonstate.com		
2008-11-13 00:05:56	989553	find someone e-mail address	2	http://www.cs.queensu.ca
2008-11-13 00:05:56	989553	find someone e-mail address	5	http://www.webfoot.com
2008-11-13 00:05:56	989553	find someone e-mail address	7	http://www.addresses.com
2008-11-13 00:05:57	1923117	alwaysbooked.com		
2008-11-13 00:05:58	289257	spy zapper		
2008-11-13 00:05:59	2829643	google	1	http://www.google.com
2008-11-13 00:05:59	2829643	google	1	http://www.google.com
2008-11-13 00:06:01	1573516	misty dawn 25 goggle		
2008-11-13 00:06:01	2389062	jimmy choo	1	http://www.jimmychoo.com
2008-11-13 00:06:01	461601	insurance for homeschoolers		
2008-11-13 00:06:02	3571611	industrial revolution editorial		
2008-11-13 00:06:02	513862	lowe's	1	http://www.lowes.com
2008-11-13 00:06:03	1511268	membershiprewards.com	2	http://www.membershiprewards.com
2008-11-13 00:06:05	1725293	google	1	http://www.google.com
2008-11-13 00:06:05	666253	men's custom shirt makers		
2008-11-13 00:06:08	275731	prople that i fucking hate .com		
2008-11-13 00:06:08	3167065	is it right to spank children ata home or in school		
2008-11-13 00:06:11	3398757	ohio weather observer network	1	http://sheridan.geog.kent.edu
2008-11-13 00:06:12	1895648	idolonfox		
2008-11-13 00:06:12	3167065	is it right to spank children at home or inn school		
2008-11-13 00:06:12	492002	tyler sherrell d b a c. george caudle		
2008-11-13 00:06:12	619009	www.iowatreasureers.org		
2008-11-13 00:06:13	3247752	www.blackplanet.con		
2008-11-13 00:06:14	3416404	donkey show darling donkey show lyrics		
2008-11-13 00:06:15	1969336	stryckers		
2008-11-13 00:06:17	916473	baby dolls of 1950;s rubber hair	1	http://www.dmcginley.com
2008-11-13 00:06:17	916473	baby dolls of 1950;s rubber hair	3	http://users.rcn.com
2008-11-13 00:06:18	1468616	durosoft lenses		
2008-11-13 00:06:18	1573516	misty dawn 25 goggle		
2008-11-13 00:06:18	2242492	furniture2buy.com		
2008-11-13 00:06:20	1669469	child erotica	4	http://dir.yahoo.com
2008-11-13 00:06:20	3210384	mpwh	1	http://www.mpwh.net
2008-11-13 00:06:22	2489946	fidelity.com	1	http://www.fidelity.com
2008-11-13 00:06:22	988541	pontoon	96	http://www.fiestaboats.com
2008-11-13 00:06:23	1468616	durasoft lenses		
2008-11-13 00:06:24	1494167	liberianconnection.com		
2008-11-13 00:06:24	1924423	tmobile		
2008-11-13 00:06:24	1969336	stryker's		
2008-11-13 00:06:24	241240	asbetos		
